,Unnamed: 0,code,最新价,最新涨跌幅,market_code,股票代码,流通a股[20100104],股票简称,dde大单净流入量[20100104],资金流向[20100104],dde大单净量[20100104],集中度90[20100104],主力资金流向[20100104],主力卖出金额[20100104],90%成本上限[20100104],主力买入金额[20100104],平均成本[20100104],资金流出inner[20100104],收盘获利[20100104],集中度70[20100104],90%成本下限[20100104],资金流入inner[20100104]
72,,300059,18.13,2.372,33,300059.SZ,0.0,东方财富,,,,,,,,,,,,,,
73,,300158,5.20,3.586,33,300158.SZ,,振东制药,,,,,,,,,,,,,,
74,,300118,28.33,6.384,33,300118.SZ,,东方日升,,,,,,,,,,,,,,
75,,300092,9.64,0.837,33,300092.SZ,,科新机电,,,,,,,,,,,,,,
76,,300176,6.12,-3.011,33,300176.SZ,,派生科技,,,,,,,,,,,,,,
77,,300124,62.20,1.155,33,300124.SZ,,汇川技术,,,,,,,,,,,,,,
78,,300117,3.66,3.099,33,300117.SZ,,嘉寓股份,,,,,,,,,,,,,,
79,,300169,4.40,2.088,33,300169.SZ,,天晟新材,,,,,,,,,,,,,,
80,,300160,6.95,1.906,33,300160.SZ,,秀强股份,,,,,,,,,,,,,,
81,,300107,5.47,0.000,33,300107.SZ,,建新股份,,,,,,,,,,,,,,
82,,300125,28.12,7.124,33,300125.SZ,,聆达股份,,,,,,,,,,,,,,
83,,300168,8.14,3.827,33,300168.SZ,,万达信息,,,,,,,,,,,,,,
84,,300141,8.05,1.899,33,300141.SZ,,和顺电气,,,,,,,,,,,,,,
85,,300182,4.64,1.310,33,300182.SZ,,捷成股份,,,,,,,,,,,,,,
86,,300200,7.09,1.286,33,300200.SZ,,高盟新材,,,,,,,,,,,,,,
87,,300130,12.45,0.891,33,300130.SZ,,新国都,,,,,,,,,,,,,,
88,,300120,6.72,0.901,33,300120.SZ,,经纬辉开,,,,,,,,,,,,,,
89,,300155,4.77,1.274,33,300155.SZ,,安居宝,,,,,,,,,,,,,,
90,,300116,1.75,1.156,33,300116.SZ,,保力新,,,,,,,,,,,,,,
91,,300142,40.00,2.433,33,300142.SZ,,沃森生物,,,,,,,,,,,,,,
92,,300193,7.36,1.798,33,300193.SZ,,佳士科技,,,,,,,,,,,,,,
93,,300123,5.52,2.222,33,300123.SZ,,亚光科技,,,,,,,,,,,,,,
94,,300147,5.10,3.448,33,300147.SZ,,香雪制药,,,,,,,,,,,,,,
95,,300162,6.91,1.320,33,300162.SZ,,雷曼光电,,,,,,,,,,,,,,
96,,300199,10.31,4.670,33,300199.SZ,,翰宇药业,,,,,,,,,,,,,,
97,,300179,13.67,6.547,33,300179.SZ,,四方达,,,,,,,,,,,,,,
98,,300173,4.25,1.432,33,300173.SZ,,福能东方,,,,,,,,,,,,,,
99,,300148,3.07,1.656,33,300148.SZ,,天舟文化,,,,,,,,,,,,,,
0,,300159,2.02,1.000,33,300159.SZ,,ST新研,,,,,,,,,,,,,,
1,,300157,3.45,0.877,33,300157.SZ,,恒泰艾普,,,,,,,,,,,,,,
2,,300181,9.53,6.362,33,300181.SZ,,佐力药业,,,,,,,,,,,,,,
3,,300167,5.67,0.000,33,300167.SZ,,迪威迅,,,,,,,,,,,,,,
4,,300188,12.17,0.662,33,300188.SZ,,美亚柏科,,,,,,,,,,,,,,
5,,300152,3.34,2.454,33,300152.SZ,,新动力,,,,,,,,,,,,,,
6,,300165,4.50,4.167,33,300165.SZ,,天瑞仪器,,,,,,,,,,,,,,
7,,300170,7.69,0.919,33,300170.SZ,,汉得信息,,,,,,,,,,,,,,
8,,300221,4.88,1.455,33,300221.SZ,,银禧科技,,,,,,,,,,,,,,
9,,300213,4.97,1.429,33,300213.SZ,0.0,佳讯飞鸿,,,,,,,,,,,,,,
10,,300204,10.81,5.877,33,300204.SZ,,舒泰神,,,,,,,,,,,,,,
11,,300252,7.54,1.481,33,300252.SZ,,金信诺,,,,,,,,,,,,,,
12,,300286,24.59,2.288,33,300286.SZ,,安科瑞,,,,,,,,,,,,,,
13,,300209,5.97,0.000,33,300209.SZ,,天泽信息,,,,,,,,,,,,,,
14,,300220,11.03,2.130,33,300220.SZ,,金运激光,,,,,,,,,,,,,,
15,,300210,3.14,0.965,33,300210.SZ,,森远股份,,,,,,,,,,,,,,
16,,300222,6.84,2.395,33,300222.SZ,,科大智能,,,,,,,,,,,,,,
17,,300217,7.06,-0.423,33,300217.SZ,,东方电热,,,,,,,,,,,,,,
18,,300203,37.94,8.711,33,300203.SZ,,聚光科技,,,,,,,,,,,,,,
19,,300296,5.79,1.758,33,300296.SZ,,利亚德,,,,,,,,,,,,,,
20,,300207,25.10,3.165,33,300207.SZ,,欣旺达,,,,,,,,,,,,,,
21,,300246,14.65,6.778,33,300246.SZ,,宝莱特,,,,,,,,,,,,,,
22,,300307,4.84,1.681,33,300307.SZ,,慈星股份,,,,,,,,,,,,,,
23,,300328,7.64,3.104,33,300328.SZ,,宜安科技,,,,,,,,,,,,,,
24,,300226,17.96,1.641,33,300226.SZ,,上海钢联,,,,,,,,,,,,,,
25,,300215,5.63,1.441,33,300215.SZ,,电科院,,,,,,,,,,,,,,
26,,300275,11.48,1.235,33,300275.SZ,,梅安森,,,,,,,,,,,,,,
27,,300211,7.60,2.288,33,300211.SZ,,亿通科技,,,,,,,,,,,,,,
28,,000951,10.84,2.944,33,000951.SZ,257699296.0,中国重汽,-111077.0,-3499906.0,-0.04310334,18.502,-5900853.0,8732568.0,10.76,2831715.0,9.48,18744489.0,43.643,10.24,7.4,15244583.0
29,,300256,2.94,0.000,33,300256.SZ,,*ST星星,,,,,,,,,,,,,,
30,,300228,6.54,1.082,33,300228.SZ,,富瑞特装,,,,,,,,,,,,,,
31,,300224,13.12,2.101,33,300224.SZ,,正海磁材,,,,,,,,,,,,,,
32,,300276,3.61,2.557,33,300276.SZ,,三丰智能,,,,,,,,,,,,,,
33,,300314,10.70,6.362,33,300314.SZ,,戴维医疗,,,,,,,,,,,,,,
34,,300227,6.76,1.807,33,300227.SZ,,光韵达,,,,,,,,,,,,,,
35,,300375,3.75,1.351,33,300375.SZ,,鹏翎股份,,,,,,,,,,,,,,
36,,300274,131.98,3.190,33,300274.SZ,,阳光电源,,,,,,,,,,,,,,
37,,300254,6.62,5.246,33,300254.SZ,,仟源医药,,,,,,,,,,,,,,
38,,300278,4.01,1.777,33,300278.SZ,,华昌达,,,,,,,,,,,,,,
39,,300330,5.52,1.845,33,300330.SZ,,*ST计通,,,,,,,,,,,,,,
40,,300305,12.37,3.862,33,300305.SZ,,裕兴股份,,,,,,,,,,,,,,
41,,000952,7.77,2.507,33,000952.SZ,251671011.0,广济药业,427324.0,5577150.0,0.16979468,11.324,7662835.0,1295691.0,13.96,8958526.0,12.48,13415396.0,24.512,7.52,11.12,18992546.0
42,,300382,23.90,7.658,33,300382.SZ,,斯莱克,,,,,,,,,,,,,,
43,,300234,5.43,2.068,33,300234.SZ,,开尔新材,,,,,,,,,,,,,,
44,,300342,8.30,1.716,33,300342.SZ,,天银机电,,,,,,,,,,,,,,
45,,300337,10.35,0.877,33,300337.SZ,,银邦股份,,,,,,,,,,,,,,
46,,300273,2.50,6.383,33,300273.SZ,,*ST和佳,,,,,,,,,,,,,,
47,,300284,5.81,2.650,33,300284.SZ,,苏交科,,,,,,,,,,,,,,
48,,300313,6.46,0.938,33,300313.SZ,,ST天山,,,,,,,,,,,,,,
49,,300378,16.90,1.258,33,300378.SZ,,鼎捷软件,,,,,,,,,,,,,,
50,,300297,1.84,2.793,33,300297.SZ,,*ST蓝盾,,,,,,,,,,,,,,
51,,300245,7.76,3.467,33,300245.SZ,,天玑科技,,,,,,,,,,,,,,
52,,300249,8.55,1.907,33,300249.SZ,,依米康,,,,,,,,,,,,,,
53,,300396,19.96,20.024,33,300396.SZ,,迪瑞医疗,,,,,,,,,,,,,,
54,,000948,23.28,10.019,33,000948.SZ,136426227.0,南天信息,1192871.0,22214855.0,0.87437073,14.107,24268946.0,17328955.0,10.92,41597901.0,10.53,43326229.0,73.957,4.499,8.22,65541084.0
55,,300238,11.09,5.418,33,300238.SZ,,冠昊生物,,,,,,,,,,,,,,
56,,300371,11.93,0.168,33,300371.SZ,,汇中股份,,,,,,,,,,,,,,
57,,300392,3.42,16.724,33,300392.SZ,,*ST腾信,,,,,,,,,,,,,,
58,,300303,4.08,1.241,33,300303.SZ,,聚飞光电,,,,,,,,,,,,,,
59,,300352,4.09,1.741,33,300352.SZ,,北信源,,,,,,,,,,,,,,
60,,300241,4.82,2.119,33,300241.SZ,,瑞丰光电,,,,,,,,,,,,,,
61,,300364,7.29,2.821,33,300364.SZ,,中文在线,,,,,,,,,,,,,,
62,,000965,4.77,0.846,33,000965.SZ,115500000.0,天保基建,-56644.0,-2859785.0,-0.04904242,18.907,-141890.0,9938188.0,10.44,9796298.0,9.16,25039702.0,57.819,11.842,7.12,22179917.0
63,,000949,3.27,1.238,33,000949.SZ,588553939.0,新乡化纤,399577.0,816908.0,0.06789131,13.524,2867215.0,1056709.0,5.96,3923924.0,5.34,8283019.0,49.306,8.785,4.54,9099927.0
64,,300259,3.50,2.041,33,300259.SZ,,新天科技,,,,,,,,,,,,,,
65,,300257,20.19,-0.542,33,300257.SZ,,开山股份,,,,,,,,,,,,,,
66,,000962,9.19,1.435,33,000962.SZ,356393548.0,东方钽业,528864.0,6572921.0,0.14839326,10.52,5625689.0,5223493.0,13.71,10849182.0,12.51,19062341.0,42.41,6.954,11.1,25635262.0
67,,000967,4.86,0.206,33,000967.SZ,203679120.0,盈峰环境,188428.0,1308118.0,0.09251218,17.474,2163649.0,460760.0,2.79,2624409.0,2.56,8775726.0,98.817,8.119,1.96,10083844.0
68,,300250,11.59,2.566,33,300250.SZ,,初灵信息,,,,,,,,,,,,,,
69,,300366,7.44,2.621,33,300366.SZ,,创意信息,,,,,,,,,,,,,,
70,,300261,11.26,4.356,33,300261.SZ,,雅本化学,,,,,,,,,,,,,,
71,,300391,10.27,1.482,33,300391.SZ,,康跃科技,,,,,,,,,,,,,,
72,,300311,6.04,2.721,33,300311.SZ,,任子行,,,,,,,,,,,,,,
73,,000969,8.00,1.781,33,000969.SZ,298491951.0,安泰科技,-18193.0,-7825673.0,-0.00609497,16.081,-4506356.0,18969703.0,15.7,14463347.0,14.05,48035755.0,54.09,8.289,11.35,40210082.0
74,,000971,1.81,0.556,33,000971.SZ,181376470.0,ST高升,-132700.0,-1254110.0,-0.07316274,16.605,-764983.0,764983.0,3.16,0.0,2.94,4652977.0,48.591,11.031,2.26,3398867.0
75,,000960,12.74,2.247,33,000960.SZ,327898801.0,锡业股份,-383888.0,-29970142.0,-0.11707515,7.208,-15150423.0,37064520.0,24.54,21914097.0,23.22,76527407.0,59.779,4.031,21.24,46557265.0
76,,300264,5.35,1.905,33,300264.SZ,,佳创视讯,,,,,,,,,,,,,,
77,,000972,2.60,1.961,33,000972.SZ,419066563.0,ST中基,1930971.0,12842287.0,0.46077907,9.074,17698169.0,27506994.0,11.42,45205163.0,10.6,70914200.0,49.969,5.983,9.52,83756487.0
78,,300308,27.72,1.353,33,300308.SZ,,中际旭创,,,,,,,,,,,,,,
79,,300417,9.88,2.490,33,300417.SZ,,南华仪器,,,,,,,,,,,,,,
80,,000978,5.96,2.055,33,000978.SZ,93460226.0,桂林旅游,0.0,0.0,0,10.513,0.0,0.0,9.04,0.0,8.4,0.0,51.64,5.642,7.32,0.0
81,,300368,6.29,2.610,33,300368.SZ,,汇金股份,,,,,,,,,,,,,,
82,,300399,9.88,2.917,33,300399.SZ,,天利科技,,,,,,,,,,,,,,
83,,300289,6.24,6.485,33,300289.SZ,,利德曼,,,,,,,,,,,,,,
84,,300406,17.84,8.980,33,300406.SZ,,九强生物,,,,,,,,,,,,,,
85,,300323,6.55,1.550,33,300323.SZ,,华灿光电,,,,,,,,,,,,,,
86,,300353,8.39,0.720,33,300353.SZ,0.0,东土科技,,,,,,,,,,,,,,
87,,300425,4.37,1.157,33,300425.SZ,,中建环能,,,,,,,,,,,,,,
88,,300473,16.25,2.524,33,300473.SZ,,德尔股份,,,,,,,,,,,,,,
89,,300409,17.29,2.917,33,300409.SZ,,道氏技术,,,,,,,,,,,,,,
90,,300315,2.91,1.394,33,300315.SZ,,掌趣科技,,,,,,,,,,,,,,
91,,300294,33.70,4.205,33,300294.SZ,,博雅生物,,,,,,,,,,,,,,
92,,300437,17.35,2.239,33,300437.SZ,,清水源,,,,,,,,,,,,,,
93,,300287,3.55,2.306,33,300287.SZ,,飞利信,,,,,,,,,,,,,,
94,,300338,3.83,-2.545,33,300338.SZ,,ST开元,,,,,,,,,,,,,,
95,,300411,6.84,1.333,33,300411.SZ,,金盾股份,,,,,,,,,,,,,,
96,,000973,4.30,1.896,33,000973.SZ,514747507.0,佛塑科技,-662875.0,-5748169.0,-0.12877673,11.643,-5066291.0,24830574.0,6.76,19764283.0,5.87,48208239.0,29.174,7.077,5.35,42460070.0
97,,300326,7.72,7.521,33,300326.SZ,,凯利泰,,,,,,,,,,,,,,
98,,300373,50.64,3.242,33,300373.SZ,,扬杰科技,,,,,,,,,,,,,,
99,,300451,6.89,6.822,33,300451.SZ,,创业慧康,,,,,,,,,,,,,,
0,,300349,9.38,0.321,33,300349.SZ,,金卡智能,,,,,,,,,,,,,,
1,,300413,25.30,3.434,33,300413.SZ,,芒果超媒,,,,,,,,,,,,,,
2,,300363,52.35,13.656,33,300363.SZ,,博腾股份,,,,,,,,,,,,,,
3,,300438,75.41,-2.040,33,300438.SZ,,鹏辉能源,,,,,,,,,,,,,,
4,,300306,9.57,2.026,33,300306.SZ,,远方信息,,,,,,,,,,,,,,
5,,300441,6.02,1.347,33,300441.SZ,,鲍斯股份,,,,,,,,,,,,,,
6,,300381,8.66,3.713,33,300381.SZ,,溢多利,,,,,,,,,,,,,,
7,,300379,22.15,1.049,33,300379.SZ,,东方通,,,,,,,,,,,,,,
8,,300452,14.20,5.812,33,300452.SZ,,山河药辅,,,,,,,,,,,,,,
9,,000987,5.85,1.563,33,000987.SZ,358414639.0,越秀金控,-9245.0,-3913297.0,-0.00257941,22.056,-2961813.0,5332700.0,8.55,2370887.0,6.33,10443923.0,95.145,14.661,5.46,6530626.0
10,,300350,4.98,2.469,33,300350.SZ,,华鹏飞,,,,,,,,,,,,,,
11,,300419,5.65,4.052,33,300419.SZ,,浩丰科技,,,,,,,,,,,,,,
12,,000958,4.28,0.706,33,000958.SZ,196709588.0,电投产融,-127300.0,-6178978.0,-0.06471469,11.488,-1035534.0,1035534.0,2.96,0.0,2.73,9335862.0,26.607,6.814,2.35,3156884.0
13,,300426,5.83,0.691,33,300426.SZ,,唐德影视,,,,,,,,,,,,,,
14,,300401,15.33,1.996,33,300401.SZ,,花园生物,,,,,,,,,,,,,,
15,,300310,3.80,0.529,33,300310.SZ,,宜通世纪,,,,,,,,,,,,,,
16,,002032,46.33,-0.898,33,002032.SZ,105072384.0,苏泊尔,-108710.0,-15506030.0,-0.10346201,59.74,-2254019.0,4065147.0,2.46,1811128.0,1.78,24074527.0,44.455,27.072,0.62,8568497.0
17,,300430,12.75,7.504,33,300430.SZ,,诚益通,,,,,,,,,,,,,,
18,,000966,4.72,0.212,33,000966.SZ,346921374.0,长源电力,38494.0,-620842.0,0.01109589,13.182,587788.0,457300.0,2.49,1045088.0,2.28,4548493.0,37.732,8.52,1.91,3927651.0
19,,300388,6.61,1.070,33,300388.SZ,,节能国祯,,,,,,,,,,,,,,
20,,300383,8.46,0.955,33,300383.SZ,,光环新网,,,,,,,,,,,,,,
21,,300455,7.86,0.640,33,300455.SZ,,康拓红外,,,,,,,,,,,,,,
22,,002033,8.01,1.136,33,002033.SZ,71893829.0,丽江股份,54729.0,3896984.0,0.07612475,12.15,1655289.0,325980.0,4.8,1981269.0,4.41,6263521.0,49.284,7.763,3.76,10160505.0
23,,000996,6.00,2.389,33,000996.SZ,197158000.0,中国中期,-1012055.0,-73777917.0,-0.5133218,9.88,-60054321.0,156558915.0,27.36,96504594.0,25.26,285121979.0,71.955,7.177,22.44,211344062.0
24,,001979,15.67,-5.546,33,001979.SZ,,招商蛇口,,,,,,,,,,,,,,
25,,300421,14.35,1.990,33,300421.SZ,,力星股份,,,,,,,,,,,,,,
26,,300486,7.79,-0.638,33,300486.SZ,,东杰智能,,,,,,,,,,,,,,
27,,000997,12.93,0.544,33,000997.SZ,450413930.0,新大陆,2702562.0,72123058.0,0.60001741,11.372,49583556.0,44036968.0,7.59,93620524.0,6.91,120050761.0,70.168,7.547,6.04,192173819.0
28,,300298,31.23,7.913,33,300298.SZ,,三诺生物,,,,,,,,,,,,,,
29,,300332,13.19,4.766,33,300332.SZ,,天壕环境,,,,,,,,,,,,,,
30,,300389,9.27,2.886,33,300389.SZ,,艾比森,,,,,,,,,,,,,,
31,,300456,14.12,2.467,33,300456.SZ,,赛微电子,,,,,,,,,,,,,,
32,,002011,15.30,5.227,33,002011.SZ,97304296.0,盾安环境,-70053.0,-2695532.0,-0.07199374,6.51,-285936.0,6477678.0,8.18,6191742.0,7.76,15881691.0,51.145,4.0,7.18,13186159.0
33,,300469,13.57,0.000,33,300469.SZ,,信息发展,,,,,,,,,,,,,,
34,,300490,10.79,1.505,33,300490.SZ,,华自科技,,,,,,,,,,,,,,
35,,300333,5.97,2.226,33,300333.SZ,,兆日科技,,,,,,,,,,,,,,
36,,300339,17.97,0.672,33,300339.SZ,,润和软件,,,,,,,,,,,,,,
37,,002006,27.78,5.307,33,002006.SZ,83280600.0,精功科技,271494.0,5968025.0,0.32599909,8.419,5037088.0,4983105.0,5.28,10020193.0,4.86,17461796.0,30.383,5.533,4.46,23429821.0
38,,300412,6.37,5.639,33,300412.SZ,,迦南科技,,,,,,,,,,,,,,
39,,002026,10.93,1.580,33,002026.SZ,91968750.0,山东威达,1178537.0,23754338.0,1.28145375,21.441,26490493.0,12094196.0,7.08,38584689.0,6.64,40900501.0,97.558,7.956,4.58,64654839.0
40,,300474,50.28,1.823,33,300474.SZ,,景嘉微,,,,,,,,,,,,,,
41,,300418,12.82,1.908,33,300418.SZ,,昆仑万维,,,,,,,,,,,,,,
42,,300402,20.06,3.509,33,300402.SZ,,宝色股份,,,,,,,,,,,,,,
43,,300449,5.26,2.935,33,300449.SZ,,汉邦高科,,,,,,,,,,,,,,
44,,002027,5.63,4.259,33,002027.SZ,191168918.0,分众传媒,619292.0,6667181.0,0.32395015,18.182,2707533.0,2444186.0,1.17,5151719.0,1.03,8620661.0,77.775,7.921,0.81,15287842.0
45,,300427,17.95,0.899,33,300427.SZ,,红相股份,,,,,,,,,,,,,,
46,,300494,14.23,2.522,33,300494.SZ,,盛天网络,,,,,,,,,,,,,,
47,,002028,40.40,1.126,33,002028.SZ,297070402.0,思源电气,-280216.0,-12918758.0,-0.09432646,14.453,-8739135.0,28102930.0,14.65,19363795.0,13.5,68290004.0,69.006,9.677,10.95,55371246.0
48,,300336,1.68,1.205,33,300336.SZ,,*ST新文,,,,,,,,,,,,,,
49,,000988,20.10,3.715,33,000988.SZ,407601666.0,华工科技,1780393.0,31103496.0,0.43679728,19.726,29958406.0,20538363.0,6.98,50496769.0,5.72,73107759.0,95.339,15.825,4.68,104211255.0
50,,000950,4.95,2.485,33,000950.SZ,89187343.0,重药控股,-928935.0,-28416738.0,-1.04155474,7.68,-18756570.0,24961700.0,12.9,6205130.0,11.84,56766709.0,18.978,3.933,11.06,28349971.0
51,,300461,13.85,1.095,33,300461.SZ,,田中精机,,,,,,,,,,,,,,
52,,300527,6.67,1.214,33,300527.SZ,,中船应急,,,,,,,,,,,,,,
53,,300477,5.45,2.060,33,300477.SZ,0.0,合纵科技,,,,,,,,,,,,,,
54,,300525,17.59,-1.013,33,300525.SZ,,博思软件,,,,,,,,,,,,,,
55,,300404,7.59,4.402,33,300404.SZ,,博济医药,,,,,,,,,,,,,,
56,,300433,9.73,1.460,33,300433.SZ,,蓝思科技,,,,,,,,,,,,,,
57,,300623,18.47,2.044,33,300623.SZ,,捷捷微电,,,,,,,,,,,,,,
58,,002030,17.67,3.941,33,002030.SZ,230115808.0,达安基因,65611.0,-3715459.0,0.02851217,25.185,1359269.0,398750.0,1.69,1758019.0,1.35,14083533.0,12.651,16.547,1.01,10368074.0
59,,002002,3.52,1.734,33,002002.SZ,122907578.0,鸿达兴业,-535699.0,-9361889.0,-0.43585514,31.518,-6021670.0,7083769.0,3.38,1062099.0,2.8,16316204.0,25.999,16.608,1.76,6954315.0
60,,002084,5.00,0.402,33,002084.SZ,233043971.0,海鸥住工,936828.0,9949557.0,0.40199624,5.831,10962156.0,2901820.0,4.81,13863976.0,4.58,16526253.0,62.066,4.062,4.28,26475810.0
61,,002041,20.24,1.149,33,002041.SZ,163544435.0,登海种业,-242312.0,-8423012.0,-0.14816279,20.071,-12779845.0,42217596.0,6.76,29437751.0,5.7,89118556.0,89.499,12.587,4.5,80695544.0
62,,300467,10.58,3.019,33,300467.SZ,,迅游科技,,,,,,,,,,,,,,
63,,300443,44.66,2.951,33,300443.SZ,,金雷股份,,,,,,,,,,,,,,
64,,002038,8.48,2.913,33,002038.SZ,205607474.0,双鹭药业,-370076.0,-23225650.0,-0.17999151,21.847,-19305084.0,30930255.0,10.29,11625171.0,8.73,38038987.0,74.894,15.885,6.6,14813337.0
65,,300534,8.36,4.762,33,300534.SZ,,陇神戎发,,,,,,,,,,,,,,
66,,000955,4.73,1.068,33,000955.SZ,232032988.0,欣龙控股,224588.0,1616462.0,0.09679141,9.899,1679528.0,1086748.0,5.44,2766276.0,4.98,9913022.0,26.966,6.218,4.46,11529484.0
67,,300397,10.40,2.564,33,300397.SZ,,天和防务,,,,,,,,,,,,,,
68,,002005,1.44,2.128,33,002005.SZ,306951025.0,ST德豪,1669018.0,39435438.0,0.54374081,22.817,27524245.0,59536861.0,8.72,87061106.0,7.48,112256489.0,98.485,10.705,5.48,151691927.0
69,,002089,2.19,2.336,33,002089.SZ,148516267.0,ST新海,331800.0,7936925.0,0.22340987,8.408,3003903.0,12381190.0,3.03,15385093.0,2.81,33106856.0,97.728,6.028,2.56,41043781.0
70,,002013,11.77,3.155,33,002013.SZ,89867770.0,中航机电,82860.0,1599250.0,0.09220213,16.908,1155466.0,896681.0,1.21,2052147.0,1.09,6591289.0,44.304,9.346,0.86,8190539.0
71,,002004,5.67,4.037,33,002004.SZ,99474848.0,华邦健康,-29785.0,-3976838.0,-0.02994224,57.94,-2362226.0,9804246.0,3.68,7442020.0,2.68,16828581.0,98.937,49.153,0.98,12851743.0
72,,002051,7.78,1.434,33,002051.SZ,190000000.0,中工国际,-326342.0,-22929398.0,-0.17175895,29.371,-10297001.0,16290754.0,3.7,5993753.0,2.94,41259769.0,95.42,20.27,2.02,18330371.0
73,,000975,13.30,2.862,33,000975.SZ,386378401.0,银泰黄金,111250.0,8637727.0,0.02879302,15.315,2406159.0,2626296.0,5.12,5032455.0,4.58,14613480.0,25.486,8.696,3.76,23251207.0
74,,300448,4.96,2.058,33,300448.SZ,,浩云科技,,,,,,,,,,,,,,
75,,300631,23.32,1.657,33,300631.SZ,,久吾高科,,,,,,,,,,,,,,
76,,300369,9.36,0.862,33,300369.SZ,,绿盟科技,,,,,,,,,,,,,,
77,,300502,21.96,0.919,33,300502.SZ,,新易盛,,,,,,,,,,,,,,
78,,300541,11.58,1.579,33,300541.SZ,,先进数通,,,,,,,,,,,,,,
79,,002029,5.31,0.951,33,002029.SZ,282892395.0,七匹狼,-162469.0,-14438485.0,-0.05743138,22.921,-10193298.0,13550874.0,9.09,3357576.0,7.17,20866258.0,90.3,18.384,5.7,6427773.0
80,,300479,18.29,2.465,33,300479.SZ,,神思电子,,,,,,,,,,,,,,
81,,300558,49.78,13.214,33,300558.SZ,,贝达药业,,,,,,,,,,,,,,
82,,300423,9.37,1.297,33,300423.SZ,,昇辉科技,,,,,,,,,,,,,,
83,,000999,43.85,8.298,33,000999.SZ,346325406.0,华润三九,460873.0,8731921.0,0.13307513,17.043,4735451.0,26773657.0,17.1,31509108.0,15.48,40645726.0,42.645,10.757,12.12,49377647.0
84,,300562,9.20,5.384,33,300562.SZ,,乐心医疗,,,,,,,,,,,,,,
85,,300483,14.47,0.069,33,300483.SZ,,首华燃气,,,,,,,,,,,,,,
86,,300560,12.93,0.544,33,300560.SZ,,中富通,,,,,,,,,,,,,,
87,,300533,27.66,3.209,33,300533.SZ,,冰川网络,,,,,,,,,,,,,,
88,,300488,20.87,2.104,33,300488.SZ,,恒锋工具,,,,,,,,,,,,,,
89,,002046,12.93,4.274,33,002046.SZ,64350000.0,国机精工,18025.0,-461202.0,0.02801088,6.743,298195.0,1827230.0,6.57,2125425.0,6.34,8463906.0,83.169,3.911,5.74,8002704.0
90,,300647,8.56,0.943,33,300647.SZ,,超频三,,,,,,,,,,,,,,
91,,300482,32.36,10.068,33,300482.SZ,,万孚生物,,,,,,,,,,,,,,
92,,300505,23.09,2.577,33,300505.SZ,,川金诺,,,,,,,,,,,,,,
93,,000989,8.52,3.023,33,000989.SZ,297605268.0,九芝堂,-3471419.0,-54170836.0,-1.16645079,26.923,-53658450.0,59687381.0,7.92,6028931.0,7.2,75585369.0,68.897,15.625,4.56,21414533.0
94,,002055,9.85,1.546,33,002055.SZ,131211858.0,得润电子,-15683.0,-4980570.0,-0.01195243,22.94,-735452.0,1979010.0,5.52,1243558.0,4.84,10347434.0,90.761,16.379,3.46,5366864.0
95,,300429,8.10,2.144,33,300429.SZ,,强力新材,,,,,,,,,,,,,,
96,,002054,7.42,0.270,33,002054.SZ,160799315.0,德美化工,136990.0,-5293561.0,0.08519315,15.528,3165555.0,11372881.0,11.16,14538436.0,10.32,39134274.0,74.431,9.97,8.16,33840713.0
97,,300587,11.39,5.463,33,300587.SZ,,天铁股份,,,,,,,,,,,,,,
98,,300571,30.07,2.523,33,300571.SZ,,平治信息,,,,,,,,,,,,,,
99,,300400,16.35,1.051,33,300400.SZ,,劲拓股份,,,,,,,,,,,,,,
0,,002057,10.67,4.608,33,002057.SZ,84000000.0,中钢天源,0.0,-1453779.0,0,17.742,0.0,0.0,2.19,0.0,2.01,4235893.0,58.36,11.518,1.53,2782114.0
1,,300485,11.58,3.763,33,300485.SZ,,赛升药业,,,,,,,,,,,,,,
2,,002086,2.85,4.015,33,002086.SZ,231089550.0,ST东洋,-870710.0,-11491050.0,-0.37678467,6.912,-13076190.0,18382127.0,6.96,5305937.0,6.56,51762968.0,56.303,3.988,6.06,40271918.0
3,,002010,5.32,1.527,33,002010.SZ,150226547.0,传化智联,-490547.0,-9400006.0,-0.32653816,14.76,-7008646.0,7707356.0,6.22,698710.0,5.9,21547659.0,55.692,7.747,4.62,12147653.0
4,,300465,7.98,2.308,33,300465.SZ,,高伟达,,,,,,,,,,,,,,
5,,300514,9.46,2.270,33,300514.SZ,,友讯达,,,,,,,,,,,,,,
6,,300559,8.82,7.692,33,300559.SZ,,佳发教育,,,,,,,,,,,,,,
7,,300521,10.46,1.259,33,300521.SZ,,爱司凯,,,,,,,,,,,,,,
8,,001896,5.49,0.734,33,001896.SZ,429996250.0,豫能控股,-393650.0,-5468811.0,-0.09154731,13.507,-3225128.0,3225128.0,8.74,0.0,7.8,13924925.0,73.22,8.808,6.66,8456114.0
9,,002045,11.42,3.348,33,002045.SZ,204486343.0,国光电器,935609.0,22851057.0,0.45754107,12.0,14274806.0,1526026.0,8.68,15800832.0,8.2,15868529.0,98.686,8.397,6.82,38719586.0
10,,002065,5.68,0.531,33,002065.SZ,332935175.0,东华软件,-7406.0,2191610.0,-0.00222446,31.75,-1262519.0,6422870.0,3.05,5160351.0,2.17,16320949.0,97.629,19.731,1.58,18512559.0
11,,300570,17.10,0.235,33,300570.SZ,,太辰光,,,,,,,,,,,,,,
