,Unnamed: 0,code,最新价,最新涨跌幅,market_code,股票代码,流通a股[20100104],股票简称,dde大单净流入量[20100104],资金流向[20100104],dde大单净量[20100104],集中度90[20100104],主力资金流向[20100104],主力卖出金额[20100104],90%成本上限[20100104],主力买入金额[20100104],平均成本[20100104],资金流出inner[20100104],收盘获利[20100104],集中度70[20100104],90%成本下限[20100104],资金流入inner[20100104]
0,0.0,8,2.27,1.339,33,000008.SZ,51715710.0,神州高铁,,,,,,,,,,,,,,
1,1.0,34,22.35,3.377,33,000034.SZ,188530228.0,神州数码,,,,,,,,,,,,,,
2,2.0,55,4.86,1.674,33,000055.SZ,217405903.0,方大集团,1650479.0,29844148.0,0.75916936,8.982,17511207.0,5779527.0,3.64,23290734.0,3.33,30544524.0,72.134,5.216,3.04,60388672.0
3,3.0,12,6.94,4.048,33,000012.SZ,566884305.0,南玻A,-194483.0,7713196.0,-0.03430735,19.065,15985778.0,32582875.0,6.62,48568653.0,5.84,62907441.0,66.684,12.195,4.5,70620637.0
4,4.0,21,11.15,1.827,33,000021.SZ,878596437.0,深科技,1763775.0,36862965.0,0.20074916,12.737,30781770.0,16265814.0,8.32,47047584.0,7.66,37792093.0,56.388,8.101,6.44,74655058.0
5,5.0,65,8.91,-0.78,33,000065.SZ,162437120.0,北方国际,173192.0,5720119.0,0.10662095,19.872,8113946.0,2122547.0,7.48,10236493.0,6.46,9597719.0,99.812,15.807,5.0,15317838.0
6,6.0,70,6.1,0.164,33,000070.SZ,237694361.0,特发信息,-56536.0,3164857.0,-0.02378517,20.057,-506623.0,2962331.0,4.19,2455708.0,3.67,11439060.0,80.808,13.39,2.79,14603917.0
7,7.0,60,4.31,0.937,33,000060.SZ,1022668704.0,中金岭南,3130623.0,81668403.0,0.30612289,12.57,103686425.0,65171867.0,9.0,168858292.0,8.37,154327854.0,73.938,7.13,6.99,235996257.0
8,8.0,9,12.63,10.017,33,000009.SZ,988119857.0,中国宝安,-1585632.0,-21876087.0,-0.1604696,13.493,-20164336.0,50116474.0,5.93,29952138.0,5.32,81818233.0,11.434,10.646,4.52,59942146.0
9,9.0,150,1.4,2.941,33,000150.SZ,166964384.0,*ST宜康,-501100.0,-9727421.0,-0.30012389,10.134,-4257477.0,4616247.0,4.51,358770.0,4.1,14960162.0,22.958,7.125,3.68,5232741.0
10,10.0,99,7.2,0.982,33,000099.SZ,274027936.0,中信海直,275500.0,3891478.0,0.10053719,8.21,2556352.0,1985399.0,8.04,4541751.0,7.54,9499837.0,32.197,5.867,6.82,13391315.0
11,11.0,158,5.93,1.89,33,000158.SZ,718861000.0,常山北明,-310534.0,1718493.0,-0.04319806,21.664,-2891906.0,27874594.0,7.02,24982688.0,5.72,59779843.0,96.791,12.281,4.52,61498336.0
12,12.0,16,5.09,1.394,33,000016.SZ,599910010.0,深康佳A,-1095226.0,-12570038.0,-0.18256505,21.653,-8742340.0,15058767.0,3.68,6316427.0,3.27,30264780.0,64.031,11.215,2.37,17694742.0
13,13.0,32,14.6,5.415,33,000032.SZ,232819164.0,深桑达A,686583.0,10849349.0,0.29489969,17.933,6493784.0,2404773.0,7.76,8898557.0,6.78,14033862.0,48.367,9.792,5.4,24883211.0
14,14.0,46,1.2,2.564,33,000046.SZ,444517980.0,泛海控股,-1829603.0,-35600986.0,-0.41159257,15.659,-29394274.0,37569035.0,7.46,8174761.0,6.64,60720122.0,15.995,11.389,5.44,25119136.0
15,15.0,2,17.02,1.31,33,000002.SZ,9656094910.0,万科A,-13186788.0,-210452128.0,-0.1365644,42.424,-197820388.0,327059188.0,5.64,129238800.0,3.64,499301148.0,13.499,25.146,2.28,288849020.0
16,16.0,45,7.86,2.078,33,000045.SZ,195576412.0,深纺织A,273792.0,2636536.0,0.13999234,23.478,2408001.0,4551691.0,14.91,6959692.0,12.39,23547477.0,79.141,18.519,9.24,26184013.0
17,17.0,88,4.71,1.728,33,000088.SZ,406157404.0,盐田港,-821932.0,-10424697.0,-0.20236785,8.949,-6476884.0,7599048.0,4.87,1122164.0,4.56,19541807.0,35.934,5.895,4.07,9117110.0
18,18.0,27,5.92,0.0,33,000027.SZ,598657162.0,深圳能源,-719892.0,-25473031.0,-0.12025113,9.804,-10780578.0,18264782.0,5.32,7484204.0,4.98,49165820.0,47.858,6.327,4.37,23692789.0
19,19.0,58,5.63,1.993,33,000058.SZ,538302228.0,深赛格,3806587.0,53038967.0,0.7071468,29.139,35913725.0,16565246.0,7.8,52478971.0,6.44,35790637.0,59.233,13.396,4.28,88829604.0
20,20.0,42,8.17,1.617,33,000042.SZ,239295494.0,中洲控股,-287555.0,-13996611.0,-0.12016733,23.232,-6192078.0,9712134.0,12.2,3520056.0,9.55,25347723.0,24.528,14.141,7.6,11351112.0
21,21.0,156,6.94,0.872,33,000156.SZ,63935730.0,华数传媒,,,,,,,,,,,,,,
22,22.0,6,4.18,1.211,33,000006.SZ,493322678.0,深振业A,-575218.0,-16130174.0,-0.11660076,20.268,-6845601.0,11373228.0,3.59,4527627.0,3.07,31629570.0,16.568,14.915,2.38,15499396.0
23,23.0,5,1.72,1.177,33,000005.SZ,913743007.0,ST星源,-1532587.0,-23420121.0,-0.16772626,16.667,-11276989.0,24943033.0,7.0,13666044.0,6.12,55250264.0,36.497,8.76,5.0,31830143.0
24,24.0,159,8.35,2.833,33,000159.SZ,240569647.0,国际实业,,,,,,,,,,,,,,
25,25.0,166,3.97,0.253,33,000166.SZ,,申万宏源,,,,,,,,,,,,,,
26,26.0,19,7.13,0.849,33,000019.SZ,73321206.0,深粮控股,-64770.0,-7837.0,-0.08833734,13.173,-370048.0,2191900.0,4.94,1821852.0,4.34,8381047.0,60.845,8.343,3.79,8373210.0
27,27.0,39,7.14,1.565,33,000039.SZ,1231297165.0,中集集团,1301320.0,8123743.0,0.10568692,19.149,15378313.0,22241990.0,5.04,37620303.0,4.4,54228819.0,90.565,13.817,3.42,62352562.0
28,28.0,49,43.71,3.8,33,000049.SZ,71304435.0,德赛电池,111160.0,2442544.0,0.15589493,23.607,847232.0,694016.0,2.33,1541248.0,1.92,5989271.0,30.271,16.489,1.44,8431815.0
29,29.0,11,9.25,1.425,33,000011.SZ,139737298.0,深物业A,-16300.0,-1656531.0,-0.01166475,16.614,-173529.0,815424.0,11.16,641895.0,9.54,10122784.0,20.339,9.89,7.98,8466253.0
30,30.0,68,3.98,0.76,33,000068.SZ,474350268.0,华控赛格,485424.0,9360146.0,0.10233451,15.53,3502053.0,12249383.0,9.15,15751436.0,8.01,36175507.0,58.559,6.084,6.69,45535653.0
31,31.0,62,12.2,1.582,33,000062.SZ,166887606.0,深圳华强,120500.0,-2314037.0,0.07220428,15.539,1219694.0,0.0,6.32,1219694.0,5.74,5401615.0,21.072,9.894,4.62,3087578.0
32,32.0,90,5.79,0.347,33,000090.SZ,435947604.0,天健集团,-316023.0,-12913691.0,-0.07249105,56.682,-5447886.0,22558220.0,3.4,17110334.0,2.6,44431580.0,41.368,28.333,0.94,31517889.0
33,33.0,30,4.53,0.667,33,000030.SZ,60390000.0,富奥股份,0.0,-869559.0,0.0,18.982,0.0,0.0,5.14,0.0,4.44,1661739.0,39.624,10.706,3.5,792180.0
34,34.0,420,4.21,5.25,33,000420.SZ,314513604.0,吉林化纤,-528500.0,-6521267.0,-0.16803725,9.677,-2928459.0,5277786.0,3.06,2349327.0,2.85,18157607.0,35.019,5.779,2.52,11636340.0
35,35.0,428,3.94,2.073,33,000428.SZ,301760250.0,华天酒店,125550.0,1990284.0,0.04160588,13.866,2093590.0,3659351.0,6.98,5752941.0,6.58,14088086.0,69.304,9.44,5.28,16078370.0
36,36.0,402,5.12,1.587,33,000402.SZ,2397030199.0,金融街,-16682511.0,-255444195.0,-0.69596583,17.349,-261903286.0,340766617.0,9.03,78863331.0,7.8,421493107.0,6.385,13.044,6.36,166048912.0
37,37.0,498,8.49,4.172,33,000498.SZ,274638744.0,山东路桥,,,,,,,,,,,,,,
38,38.0,333,47.99,1.976,33,000333.SZ,,美的集团,,,,,,,,,,,,,,
39,39.0,413,1.92,0.524,33,000413.SZ,282815059.0,东旭光电,-38134.0,-914157.0,-0.01348372,16.608,-404292.0,3485055.0,3.3,3080763.0,3.02,11341986.0,26.493,9.306,2.36,10427829.0
40,40.0,425,4.53,1.342,33,000425.SZ,351961846.0,徐工机械,796637.0,6476717.0,0.22634186,14.286,17311942.0,38204902.0,5.4,55516844.0,5.0,71776131.0,83.319,8.53,4.05,78252848.0
41,41.0,400,18.36,3.204,33,000400.SZ,264039964.0,许继电气,-2554303.0,-69362660.0,-0.96739257,9.643,-62541105.0,77295369.0,12.45,14754264.0,11.52,107687228.0,8.472,6.51,10.26,38324568.0
42,42.0,507,5.33,1.139,33,000507.SZ,246669878.0,珠海港,-379040.0,-6925172.0,-0.15366286,12.485,-3566710.0,4344715.0,4.55,778005.0,4.18,16578083.0,54.766,5.428,3.54,9652911.0
43,43.0,410,5.7,2.151,33,000410.SZ,535643448.0,*ST沈机,-440289.0,-14805957.0,-0.08219815,20.561,-4909421.0,5703318.0,12.9,793897.0,11.45,24861038.0,26.26,6.957,8.5,10055081.0
44,44.0,510,5.82,2.465,33,000510.SZ,609109811.0,新金路,-1234233.0,-17115873.0,-0.20262898,18.719,-14798379.0,28318487.0,9.64,13520108.0,8.96,56960328.0,81.1,8.39,6.6,39844455.0
45,45.0,430,5.65,1.802,33,000430.SZ,110781473.0,张家界,25695.0,-2019708.0,0.02319431,6.619,-167122.0,521122.0,7.49,354000.0,7.13,3913769.0,24.875,3.96,6.56,1894061.0
46,46.0,598,5.15,0.195,33,000598.SZ,220548038.0,兴蓉环境,167270.0,741885.0,0.07584289,16.556,1551212.0,5193237.0,2.64,6744449.0,2.28,16322189.0,63.52,10.407,1.89,17064074.0
47,47.0,404,5.22,1.953,33,000404.SZ,227468713.0,长虹华意,-381469.0,-6428677.0,-0.16770174,8.146,-3511102.0,3848702.0,7.7,337600.0,7.26,12841318.0,43.172,5.329,6.54,6412641.0
48,48.0,518,3.33,9.901,33,000518.SZ,901252643.0,四环生物,-1574927.0,-10065681.0,-0.17474867,17.789,-6710760.0,10423556.0,4.9,3712796.0,4.25,21216625.0,32.478,8.227,3.42,11150944.0
49,49.0,416,4.23,0.237,33,000416.SZ,411699326.0,民生控股,-87577.0,-1853773.0,-0.02127208,13.089,-460716.0,2225159.0,9.72,1764443.0,8.76,12993880.0,25.711,7.081,7.47,11140107.0
50,50.0,534,14.5,2.983,33,000534.SZ,207358695.0,万泽股份,-424676.0,-8526622.0,-0.2048026,18.058,-5109539.0,7235688.0,9.12,2126149.0,7.47,18543365.0,37.763,11.832,6.33,10016743.0
51,51.0,513,31.94,4.584,33,000513.SZ,177669070.0,丽珠集团,-129373.0,-10347445.0,-0.07281684,45.228,-5354335.0,20968597.0,7.0,15614262.0,4.24,41944730.0,89.907,38.017,2.64,31597285.0
52,52.0,519,21.88,4.042,33,000519.SZ,156362792.0,中兵红箭,389343.0,13981288.0,0.24899977,8.0,2796475.0,37386113.0,12.96,40182588.0,11.94,69280789.0,76.479,5.604,11.04,83262077.0
53,53.0,538,53.95,2.958,33,000538.SZ,484034922.0,云南白药,-119524.0,-9262901.0,-0.02469326,57.143,-14397427.0,40944085.0,10.78,26546658.0,7.35,63134554.0,94.757,43.169,2.94,53871653.0
54,54.0,541,5.97,0.505,33,000541.SZ,615635911.0,佛山照明,3355082.0,51454375.0,0.54497828,15.419,35622885.0,12597405.0,5.24,48220290.0,4.94,44086763.0,88.065,6.804,3.84,95541138.0
55,55.0,533,3.93,2.344,33,000533.SZ,398341353.0,顺钠股份,180051.0,4589183.0,0.04520018,20.158,3685329.0,18800085.0,9.12,22485414.0,8.49,35325621.0,95.97,14.779,6.06,39914804.0
56,56.0,547,10.19,1.9,33,000547.SZ,195974168.0,航天发展,,,,,,,,,,,,,,
57,57.0,546,14.87,3.336,33,000546.SZ,146238131.0,金圆股份,48050.0,-315968.0,0.03285737,13.585,2624136.0,4405550.0,15.05,7029686.0,13.35,16227065.0,51.036,10.319,11.45,15911097.0
58,58.0,505,7.94,-0.126,33,000505.SZ,357846273.0,京粮控股,-418604.0,-4814213.0,-0.11697872,13.598,-3430778.0,4690453.0,8.02,1259675.0,7.38,15231811.0,55.591,7.503,6.1,10417598.0
59,59.0,543,5.09,2.828,33,000543.SZ,772997847.0,皖能电力,-764529.0,-18436802.0,-0.09890442,19.728,-8185495.0,8185495.0,5.28,0.0,4.57,25049475.0,44.821,12.838,3.54,6612673.0
60,60.0,568,212.22,1.101,33,000568.SZ,715337699.0,泸州老窖,-4096832.0,-188750597.0,-0.572713,35.0,-201949581.0,268429298.0,20.79,66479717.0,17.16,321702808.0,66.603,29.825,10.01,132952211.0
61,61.0,528,5.84,1.038,33,000528.SZ,650145612.0,柳工,481754.0,13937088.0,0.0740994,16.298,13046592.0,30973148.0,8.67,44019740.0,7.74,76060004.0,99.194,11.024,6.24,89997092.0
62,62.0,567,14.95,1.909,33,000567.SZ,116566203.0,海德股份,130192.0,1316299.0,0.11168932,11.568,828539.0,1842993.0,4.34,2671532.0,3.98,8670536.0,23.505,7.36,3.44,9986835.0
63,63.0,551,9.14,2.352,33,000551.SZ,241701494.0,创元科技,366897.0,4775736.0,0.15179757,24.412,3318608.0,15515331.0,6.88,18833939.0,6.22,38045121.0,97.334,13.758,4.18,42820857.0
64,64.0,548,4.28,1.422,33,000548.SZ,397784935.0,湖南投资,79631.0,7810683.0,0.02001861,15.851,332834.0,9793167.0,11.84,10126001.0,10.68,23816941.0,30.033,9.886,8.6,31627624.0
65,65.0,516,9.89,6.23,33,000516.SZ,284640572.0,国际医学,1479127.0,16309205.0,0.51964728,8.025,14876572.0,4194872.0,1.75,19071444.0,1.64,18225415.0,53.941,5.522,1.49,34534620.0
66,66.0,570,4.47,1.591,33,000570.SZ,411365889.0,苏常柴A,-339063.0,-8820379.0,-0.0824237,11.772,-6276502.0,11833895.0,17.28,5557393.0,15.6,34646216.0,17.202,9.961,13.64,25825837.0
67,67.0,531,7.0,0.0,33,000531.SZ,266520472.0,穗恒运A,-449696.0,-17232471.0,-0.1687285,18.625,-11419791.0,17886706.0,6.21,6466915.0,5.4,33059387.0,52.423,10.924,4.26,15826916.0
68,68.0,620,3.06,0.99,33,000620.SZ,150472253.0,新华联,,,,,,,,,,,,,,
69,69.0,520,3.73,1.359,33,000520.SZ,669144645.0,长航凤凰,-598600.0,-6165656.0,-0.08945749,9.642,-2861144.0,4917486.0,5.97,2056342.0,5.65,15926414.0,41.135,6.009,4.92,9760758.0
70,70.0,572,4.85,1.891,33,000572.SZ,1042507363.0,海马汽车,-1244102.0,-15964097.0,-0.11933748,11.894,-9940388.0,26802868.0,7.62,16862480.0,6.86,63320661.0,49.215,7.238,6.0,47356564.0
71,71.0,525,14.54,4.982,33,000525.SZ,276416072.0,ST红太阳,1513313.0,38673763.0,0.54747649,13.994,30306715.0,14267834.0,15.64,44574549.0,14.56,44159691.0,97.835,8.215,11.8,82833454.0
72,72.0,553,9.89,4.325,33,000553.SZ,363880508.0,安道麦A,-75860.0,823486.0,-0.0208475,10.29,-671298.0,10304870.0,8.36,9633572.0,7.7,38666811.0,80.488,6.842,6.8,39490297.0
73,73.0,523,3.14,0.965,33,000523.SZ,94154390.0,广州浪奇,-71879.0,-4535763.0,-0.07634163,6.604,-585807.0,1545343.0,3.39,959536.0,3.23,7108388.0,68.184,3.727,2.97,2572625.0
74,74.0,565,6.08,1.503,33,000565.SZ,103148295.0,渝三峡A,1585233.0,33371061.0,1.53684848,7.256,29906345.0,6251809.0,6.8,36158154.0,6.44,31372135.0,93.655,5.338,5.88,64743196.0
75,75.0,606,1.72,1.775,33,000606.SZ,323448403.0,*ST顺利,-545800.0,-8241562.0,-0.16874407,10.772,-3705103.0,4302976.0,6.89,597873.0,6.39,14736234.0,26.57,5.837,5.55,6494672.0
76,76.0,626,8.76,2.098,33,000626.SZ,92184304.0,远大控股,155200.0,-321156.0,0.16835838,8.188,1321705.0,690430.0,4.03,2012135.0,3.78,7406813.0,68.501,4.775,3.42,7085657.0
77,77.0,557,4.88,3.39,33,000557.SZ,652829744.0,西部创业,1221294.0,7463095.0,0.18707695,11.969,7963269.0,3402225.0,5.8,11365494.0,5.19,18812344.0,26.906,7.915,4.56,26275439.0
78,78.0,625,13.17,3.213,33,000625.SZ,899527988.0,长安汽车,5484725.0,71720534.0,0.60973367,30.509,80176540.0,63699366.0,3.08,143875906.0,2.72,163551382.0,62.407,15.504,1.64,235271916.0
79,79.0,571,2.52,2.024,33,000571.SZ,735505956.0,ST大洲,-395297.0,-3392223.0,-0.05374491,11.649,-4722245.0,15387813.0,7.38,10665568.0,6.78,35858630.0,51.2,7.238,5.84,32466407.0
80,80.0,573,3.64,1.393,33,000573.SZ,535199319.0,粤宏远A,118177.0,-6053269.0,0.02208093,10.63,640944.0,2887354.0,5.62,3528298.0,5.04,18226956.0,30.907,7.298,4.54,12173687.0
81,81.0,591,7.22,1.69,33,000591.SZ,108410614.0,太阳能,-658814.0,-12405582.0,-0.60770249,10.27,-6995848.0,8359607.0,3.06,1363759.0,2.82,22982098.0,42.445,4.561,2.49,10576516.0
82,82.0,586,8.22,-0.364,33,000586.SZ,141326650.0,汇源通信,44397.0,1248048.0,0.03141446,11.233,303132.0,0.0,8.12,303132.0,7.26,1687986.0,21.371,8.049,6.48,2936034.0
83,83.0,576,10.88,1.304,33,000576.SZ,250515652.0,甘化科工,-7343.0,2445.0,-0.00293115,13.982,-384784.0,2949634.0,7.5,2564850.0,6.88,11303032.0,52.06,8.172,5.66,11305477.0
84,84.0,596,253.9,0.67,33,000596.SZ,175000000.0,古井贡酒,225800.0,5541319.0,0.12902857,42.723,8458411.0,5159740.0,10.64,13618151.0,6.16,22281222.0,98.373,34.562,4.27,27822541.0
85,85.0,550,14.68,1.874,33,000550.SZ,515972455.0,江铃汽车,-107011.0,-6585614.0,-0.02073967,47.475,-2359964.0,5027407.0,11.68,2667443.0,8.64,14544619.0,63.098,37.624,4.16,7959005.0
86,86.0,581,17.78,0.794,33,000581.SZ,352280769.0,威孚高科,-121163.0,2537715.0,-0.03439387,66.452,156671.0,17547219.0,6.45,17703890.0,4.85,32388283.0,97.852,34.884,1.3,34925998.0
87,87.0,622,5.49,2.425,33,000622.SZ,66000000.0,恒立实业,,,,,,,,,,,,,,
88,88.0,627,3.13,0.968,33,000627.SZ,535794933.0,天茂集团,852241.0,7723487.0,0.15906104,14.033,7165410.0,1463618.0,3.86,8629028.0,3.49,19190834.0,55.119,6.609,2.91,26914321.0
89,89.0,617,4.62,1.094,33,000617.SZ,143767874.0,中油资本,-155791.0,-7068463.0,-0.10836287,10.692,-3677144.0,6944229.0,10.56,3267085.0,9.9,26326630.0,73.42,6.605,8.52,19258167.0
90,90.0,616,1.52,1.333,33,000616.SZ,794643257.0,ST海投,-2714299.0,-29340966.0,-0.34157453,14.091,-18981483.0,23985699.0,5.02,5004216.0,4.53,50391266.0,15.102,9.519,3.78,21050300.0
91,91.0,623,13.83,1.393,33,000623.SZ,506648798.0,吉林敖东,,,,,,,,,,,,,,
92,92.0,668,14.22,9.977,33,000668.SZ,69821396.0,荣丰控股,-123059.0,-3609091.0,-0.17624827,9.434,-2562215.0,2562215.0,15.66,0.0,14.28,10238642.0,30.071,7.983,12.96,6629551.0
93,93.0,650,5.83,3.369,33,000650.SZ,85715041.0,仁和药业,24827.0,3652731.0,0.02896458,11.234,518901.0,1003575.0,4.01,1522476.0,3.72,7565279.0,92.564,6.831,3.2,11218010.0
94,94.0,628,11.97,1.527,33,000628.SZ,186978375.0,高新发展,419977.0,7700516.0,0.22461261,12.953,9755493.0,6301684.0,13.08,16057177.0,11.88,41282678.0,84.035,8.081,10.08,48983194.0
95,95.0,629,5.07,3.893,33,000629.SZ,3178118864.0,钒钛股份,-5017027.0,-63638376.0,-0.15786153,6.157,-51617348.0,62620740.0,5.69,11003392.0,5.3,82734285.0,0.108,3.274,5.03,19095909.0
96,96.0,630,2.72,1.493,33,000630.SZ,557534535.0,铜陵有色,-451915.0,-27581275.0,-0.08105597,11.605,-11512403.0,57452746.0,4.52,45940343.0,4.24,113182157.0,32.507,7.543,3.58,85600882.0
97,97.0,651,32.39,2.209,33,000651.SZ,1851215004.0,格力电器,-756383.0,-9686296.0,-0.04085873,0.0,-17814563.0,75947950.0,0.0,58133387.0,0.0,117015934.0,0.0,0.0,0.0,107329638.0
98,98.0,637,4.56,1.333,33,000637.SZ,254748494.0,茂化实华,298231.0,5174405.0,0.1170688,12.474,2313845.0,4189127.0,7.98,6502972.0,7.41,15851042.0,72.308,8.142,6.21,21025447.0
99,99.0,632,4.01,2.558,33,000632.SZ,464941521.0,三木集团,-1236288.0,-15702892.0,-0.26590183,7.085,-9601488.0,10053709.0,5.97,452221.0,5.67,24455116.0,19.221,4.898,5.18,8752224.0
0,0.0,661,188.33,9.999,33,000661.SZ,109546552.0,长春高新,92754.0,2754295.0,0.08467085,10.953,2543964.0,3291965.0,11.7,5835929.0,10.83,16140334.0,90.021,7.153,9.39,18894629.0
1,1.0,633,8.28,2.349,33,000633.SZ,183186666.0,合金投资,-92376.0,-3152711.0,-0.05042725,17.603,-1040838.0,2656439.0,15.7,1615601.0,12.6,14406761.0,16.997,12.329,11.0,11254050.0
2,2.0,656,2.11,1.932,33,000656.SZ,208006031.0,金科股份,-214444.0,-5526105.0,-0.10309509,22.427,-3795293.0,4104948.0,4.64,309655.0,3.82,11788739.0,47.39,15.762,2.94,6262634.0
3,3.0,695,11.47,0.526,33,000695.SZ,150149750.0,滨海能源,-101141.0,-1014769.0,-0.06736009,15.572,-826643.0,826643.0,9.24,0.0,8.55,3179959.0,27.125,6.69,6.75,2165190.0
4,4.0,671,1.94,1.042,33,000671.SZ,94367321.0,阳光城,-487197.0,-21696127.0,-0.51627724,25.234,-15152190.0,16775881.0,1.34,1623691.0,1.15,34338832.0,18.174,14.667,0.8,12642705.0
5,5.0,676,5.41,1.311,33,000676.SZ,307818699.0,智度股份,-101202.0,-2904005.0,-0.03287714,12.124,-708349.0,1378922.0,6.52,670573.0,5.75,9471866.0,17.358,8.16,5.11,6567861.0
6,6.0,639,3.93,1.028,33,000639.SZ,57626988.0,西王食品,,,,,,,,,,,,,,
7,7.0,669,1.73,0.581,33,000669.SZ,65294678.0,ST金鸿,-149760.0,-1335488.0,-0.22936019,7.857,-1650147.0,2007140.0,4.53,356993.0,4.25,7480922.0,74.143,4.717,3.87,6145434.0
8,8.0,705,7.58,2.989,33,000705.SZ,99291061.0,浙江震元,103815.0,958428.0,0.10455624,6.724,133915.0,6788408.0,5.0,6922323.0,4.71,23490757.0,68.741,4.034,4.37,24449185.0
9,9.0,710,12.38,4.826,33,000710.SZ,151200000.0,贝瑞基因,458739.0,10636215.0,0.30339881,8.191,4781316.0,3691795.0,12.68,8473111.0,11.88,16953446.0,86.826,4.907,10.76,27589661.0
10,10.0,678,5.86,3.169,33,000678.SZ,301076130.0,襄阳轴承,487120.0,3714491.0,0.16179297,8.52,2927803.0,2087441.0,7.26,5015244.0,6.8,9876975.0,37.326,5.465,6.12,13591466.0
11,11.0,683,7.56,3.562,33,000683.SZ,404208258.0,远兴能源,-205847.0,-17014470.0,-0.05092598,17.361,-13844753.0,74473357.0,6.76,60628604.0,5.94,127340043.0,68.649,11.073,4.76,110325573.0
12,12.0,723,9.78,2.408,33,000723.SZ,77750810.0,美锦能源,-569612.0,-12241396.0,-0.7326123,13.064,-10971011.0,15130307.0,4.89,4159296.0,4.51,25548985.0,23.183,7.466,3.76,13307589.0
13,13.0,681,10.33,1.974,33,000681.SZ,162477601.0,视觉中国,,,,,,,,,,,,,,
14,14.0,733,117.32,-1.594,33,000733.SZ,358119165.0,振华科技,1719670.0,35346567.0,0.48019491,14.189,30678015.0,15606392.0,13.52,46284407.0,12.56,51344817.0,88.484,8.117,10.16,86691384.0
15,15.0,667,1.46,0.69,33,000667.SZ,1347153859.0,美好置业,-1614336.0,-18584534.0,-0.11983308,13.976,-16350317.0,70808582.0,5.26,54458265.0,4.56,115015261.0,32.503,10.769,3.97,96430727.0
16,16.0,682,7.57,0.799,33,000682.SZ,789343101.0,东方电子,6302351.0,44602870.0,0.79842986,9.423,38320969.0,15603984.0,5.69,53924953.0,5.42,56495093.0,88.664,5.253,4.71,101097963.0
17,17.0,700,4.85,1.464,33,000700.SZ,309043600.0,模塑科技,-59444.0,4916084.0,-0.01923483,18.864,-410673.0,4104733.0,2.93,3694060.0,2.67,18101375.0,89.053,10.039,2.0,23017459.0
18,18.0,712,13.29,1.065,33,000712.SZ,191034364.0,锦龙股份,-1866621.0,-60198624.0,-0.97711268,12.052,-46700075.0,72329750.0,10.32,25629675.0,9.48,120120475.0,68.723,7.544,8.1,59921851.0
19,19.0,753,3.93,1.289,33,000753.SZ,234338668.0,漳州发展,4440.0,-1258996.0,0.00189469,10.714,29862.0,1270099.0,3.1,1299961.0,2.9,8147973.0,36.504,6.108,2.5,6888977.0
20,20.0,750,3.33,0.909,33,000750.SZ,122152120.0,国海证券,,,,,,,,,,,,,,
21,21.0,838,4.86,1.674,33,000838.SZ,86487164.0,财信发展,139894.0,-1080113.0,0.16175117,13.121,1511268.0,649640.0,3.19,2160908.0,2.8,8502244.0,37.339,8.602,2.45,7422131.0
22,22.0,680,4.23,1.196,33,000680.SZ,635541504.0,山推股份,166531.0,2916886.0,0.02620301,11.288,-83150.0,10519463.0,8.38,10436313.0,7.86,28497332.0,74.88,6.615,6.68,31414218.0
23,23.0,701,5.46,1.866,33,000701.SZ,196512438.0,厦门信达,3569013.0,53992872.0,1.81617664,10.572,40574160.0,11639456.0,11.4,52213616.0,10.24,51234990.0,81.099,6.244,9.22,105227862.0
24,24.0,881,7.41,1.368,33,000881.SZ,304923564.0,中广核技,-89590.0,-5610764.0,-0.02938113,11.946,-754170.0,3136882.0,8.34,2382712.0,7.68,13086274.0,45.322,7.815,6.56,7475510.0
25,25.0,863,3.49,0.867,33,000863.SZ,141936090.0,三湘印象,,,,,,,,,,,,,,
26,26.0,670,7.33,1.103,33,000670.SZ,154668800.0,盈方微,,,,,,,,,,,,,,
27,27.0,727,1.9,1.064,33,000727.SZ,358137235.0,冠捷科技,1290278.0,21373793.0,0.36027474,17.484,10891586.0,5581805.0,4.67,16473391.0,4.3,19701435.0,72.884,9.927,3.28,41075228.0
28,28.0,758,4.56,1.109,33,000758.SZ,425830261.0,中色股份,175651.0,11602105.0,0.04124906,9.37,3505273.0,9273319.0,6.42,12778592.0,5.96,25506447.0,31.21,6.081,5.32,37108552.0
29,29.0,783,5.41,1.122,33,000783.SZ,1106672337.0,长江证券,-2847300.0,-105099195.0,-0.25728483,16.34,-65369407.0,87235188.0,8.01,21865781.0,7.26,178067277.0,61.681,10.776,5.76,72968082.0
30,30.0,759,5.07,2.424,33,000759.SZ,559931517.0,中百集团,879937.0,8345949.0,0.15715083,15.772,13426129.0,3308142.0,10.68,16734271.0,9.66,23359994.0,97.611,12.141,7.77,31705943.0
31,31.0,729,9.61,2.561,33,000729.SZ,503965358.0,燕京啤酒,-571834.0,-9310582.0,-0.11346693,13.642,-12611619.0,40120646.0,8.58,27509027.0,7.72,52708939.0,80.354,11.082,6.52,43398357.0
32,32.0,737,5.23,0.192,33,000737.SZ,547509692.0,北方铜业,109279.0,2176715.0,0.01995928,10.738,-241127.0,3798029.0,6.6,3556902.0,6.21,13131855.0,55.689,6.942,5.32,15308570.0
33,33.0,725,3.55,2.012,33,000725.SZ,2167287029.0,京东方A,-964732.0,-5706236.0,-0.04451335,10.16,-9920386.0,28739018.0,4.12,18818632.0,3.84,53394498.0,51.986,6.719,3.36,47688262.0
